openalex_id	html_uuid	data
https://openalex.org/W2749179601	5edcc029-add6-4618-8f33-ce6bbd28652f	{"authors": [{"name": "Joseph Barrera", "affiliations": ["Department of Mathematics and Computer Science, Converse College, Spartanburg, SC, USA", "Department of Mathematical Sciences, University of Wisconsin–Milwaukee, Milwaukee, WI, USA"], "is_corresponding": true}, {"name": "Hans Volkmer", "affiliations": ["Department of Mathematical Sciences, University of Wisconsin–Milwaukee, Milwaukee, WI, USA"], "is_corresponding": false}], "abstract": "The Fourier transform, F , on R N ( N ≥ 3 ) transforms the Cauchy problem for the strongly damped wave equation u t t − Δ u t − Δ u = 0 to an ordinary differential equation in time. We let u ( t , x ) be the solution of the problem given by the Fourier transform, and ν ( t , ξ ) be the asymptotic profile of F ( u ) ( t , ξ ) = u ˆ ( t , ξ ) found by Ikehata in the paper Asymptotic profiles for wave equations with strong damping (2014). In this paper we study the asymptotic expansions of the squared L 2 -norms of u ( t , x ) , u ˆ ( t , ξ ) − ν ( t , ξ ) , and ν ( t , ξ ) as t → ∞ . With suitable initial data u ( 0 , x ) and u t ( 0 , x ) , we establish the rate of decay of the squared L 2 -norms of u ( t , x ) and ν ( t , ξ ) as t → ∞ . By noting the cancellation of leading terms of their respective expansions, we conclude that the rate of convergence between u ˆ ( t , ξ ) and ν ( t , ξ ) in the L 2 -norm occurs quickly relative to their individual behaviors. This observation is similar to the diffusion phenomenon, which has been well studied."}
https://openalex.org/W2177635239	255b772a-7813-4c3f-8d56-7f277747ea63	{"authors": [{"name": " M. S. Mikhailova", "affiliations": ["MIET National Research University of Electronic Technology, pl. Shokina 1, Zelenograd, Moscow, 124498, Russia"], "is_corresponding": false}, {"name": "A. S. Pashinkin ", "affiliations": ["MIET National Research University of Electronic Technology, pl. Shokina 1, Zelenograd, Moscow, 124498, Russia"], "is_corresponding": false}, {"name": "V. A. Fedorov", "affiliations": ["Kurnakov Institute of General and Inorganic Chemistry, Russian Academy of Sciences, Leninskii pr. 31, Moscow, 119991, Russia"], "is_corresponding": false}], "abstract": "Using data in the literature and our results, we have carried out a detailed analysis of the heat capacity of Cu2Se and the thermodynamic characteristics of the α-Cu2Se ↔ β-Cu2Se phase transition. The most reliable results have been recommended, which have been used to calculate the thermodynamic functions of Cu2Se in the temperature range 298–1400 K."}
https://openalex.org/W4411656980	ecebde8f-b21f-437c-94fb-0ccf273f3dc8	{"authors": [{"name": "Heshmat Kaka", "affiliations": [], "is_corresponding": false}], "abstract": null}
https://openalex.org/W2046048416	bb73c975-fe1d-444a-b843-19103a4b373d	{"authors": [{"name": "Ga, Lu", "affiliations": [], "is_corresponding": false}, {"name": "Ai, Jun", "affiliations": [], "is_corresponding": false}], "abstract": "Silver nanoclusters synthesized using aptamer as matrices attracted more attention in the fields of medicine, pharmacology and biology. In this paper, we report a novel approach to sgc-8-C8-templated formation of fluorescent Ag nanoclusters and its application to bioimaging. This was further confirmed by flow cytometry. The cell toxicity (3-[4, 5-dimethylthiazolyl-2]-2, 5 -diphenyltetrazolium bromide, MTT) assay demonstrated that the silver nanoclusters has only little affect on the cytotoxicity to the cells. These results demonstrated that this aptamer-based method for labeling and imaging cellular protein is facile, effective."}
https://openalex.org/W4405896398	bb48c3af-f086-4ab1-92a0-6b34a9fe5236	{"authors": [{"name": " Shun Saito", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Kashiwa Hospital, Kashiwashita 163-1, Kashiwa, Chiba, 277-8567, Japan"], "is_corresponding": false}, {"name": " Shoji Kimura ", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Kashiwa Hospital, Kashiwashita 163-1, Kashiwa, Chiba, 277-8567, Japan"], "is_corresponding": false}, {"name": " Jun Miki", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Kashiwa Hospital, Kashiwashita 163-1, Kashiwa, Chiba, 277-8567, Japan"], "is_corresponding": true}, {"name": " Shota Kawano", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Kashiwa Hospital, Kashiwashita 163-1, Kashiwa, Chiba, 277-8567, Japan"], "is_corresponding": false}, {"name": "Kosuke Iwatani", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Kashiwa Hospital, Kashiwashita 163-1, Kashiwa, Chiba, 277-8567, Japan"], "is_corresponding": false}, {"name": "Fumihiko Urabe ", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Tokyo, Japan"], "is_corresponding": false}, {"name": " Takahiro Kimura", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Tokyo, Japan"], "is_corresponding": false}, {"name": "Fumihiko Urabe", "affiliations": ["Department of Urology, The Jikei University School of Medicine, Daisan Hospital, Chiba, Japan"], "is_corresponding": false}, {"name": " Hideo Otsuki ", "affiliations": ["Department of Urology, Abiko Toho Hospital, Chiba, Japan"], "is_corresponding": false}, {"name": "Tomoya Yamasaki", "affiliations": ["Department of Urology, Abiko Toho Hospital, Chiba, Japan"], "is_corresponding": false}, {"name": " Kei Fujio", "affiliations": ["Department of Urology, Abiko Toho Hospital, Chiba, Japan"], "is_corresponding": false}], "abstract": "To evaluate the safety and efficacy of the Saroa Surgical Robot System in robot-assisted laparoscopic radical prostatectomy (RARP). We enrolled 60 patients who underwent RARP using either the Saroa (n = 9) or da Vinci Xi (n = 51) systems at Jikei University Kashiwa Hospital from January 2022 to March 2024. We compared preoperative characteristics, perioperative outcomes, complications, and postoperative urinary continence at three months between the two groups. No significant differences were found in preoperative characteristics. The Saroa group had a longer median operative time compared to the da Vinci group. Postoperative urinary continence rates were slightly lower in the Saroa group (77.8 % vs. 84.6%), though not statistically significant. When the tactile feedback function was activated, the organs were grasped with less force compared to when it was off. This study is the first to assess the Saroa system’s effectiveness and safety in RARP. While the system shows promise, especially with tactile feedback that aids in delicate tissue handling, further investigation is needed to evaluate long-term oncological and functional outcomes."}
https://openalex.org/W2584653579	92340fca-5f2d-4170-b2d8-001818bd5bba	{"authors": [{"name": " Xiaolei Guo", "affiliations": ["Faculty of Material Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, China"], "is_corresponding": true}, {"name": " Bin Na ", "affiliations": ["Faculty of Material Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, China"], "is_corresponding": false}, {"name": "Zhaolong Zhu", "affiliations": ["Faculty of Material Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, China"], "is_corresponding": false}, {"name": " Nanfeng Zhu", "affiliations": ["Faculty of Material Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, China"], "is_corresponding": false}, {"name": " Pingxiang Cao", "affiliations": ["Faculty of Material Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, China"], "is_corresponding": false}, {"name": "Mats Ekevad", "affiliations": ["Division of Wood Science and Engineering, Luleå University of Technology, Skellefteå, Sweden"], "is_corresponding": false}], "abstract": "In this paper, the effects of cutting parameters and tool geometry on cutting forces and tool wear when up-milling high-density fiberboard with alumina ceramic cutting tools were investigated. Under the condition of the same feed per tooth, average chip thickness, and clearance angle, the results shown are as follows: first, the tangential forces F\n                        \n                  t\n                 and normal forces F\n                        \n                  r\n                 at low-speed cutting were higher than those at high-speed cutting, but increased slowly with the increase of cutting length and rake angle decrease. Second, increased cutting speed and decreased rake angle had a great effect on rake face wear. Third, the wear patterns of tool wear were rake wear and flank wear, which included pull-out of grain, flaking, and chipping. The wear mechanisms were adhesive wear and abrasive wear. Finally, at low-speed cutting, the cutting tools with bigger rake angle can be selected to reduce the energy consumption of machine tools. The tools with smaller rake angle can be used for high-speed cutting to improve tool life and productivity of processing."}
https://openalex.org/W4225014961	93d9399c-539a-4250-8620-4f963790bd3e	{"authors": [{"name": "Charles Taylor", "affiliations": ["University of California, San Diego"], "is_corresponding": false}, {"name": "Maria Kryza-Lacombe", "affiliations": ["SDSU/UCSD Joint Doctoral Program in Clinical Psychology"], "is_corresponding": false}, {"name": "Nana Pearson", "affiliations": ["University of California, San Diego"], "is_corresponding": false}, {"name": "Cheuk King Ku", "affiliations": ["University of California, San Diego"], "is_corresponding": false}, {"name": "Murray Stein", "affiliations": ["University of California, San Diego"], "is_corresponding": false}], "abstract": "Positive Psychology Interventions (PPIs; e.g., savoring, gratitude, acts of kindness)\n      have shown promise in ameliorating positive emotion deficits in depression and anxiety\n      disorders. Little is known, however, about who stands to benefit most from positivity-focused\n      interventions. Here, we evaluated whether pre-treatment activation in brain regions\n      that regulate responses to potential rewards--a neural substrate of positive emotional\n      experience–predicts response to Amplification of Positivity (AMP) treatment."}
https://openalex.org/W4386335349	d52420a5-9965-4231-b5e9-f207a20ddafd	{"authors": [{"name": "Graham Virgo", "affiliations": [], "is_corresponding": false}], "abstract": "This chapter examines the duties and powers of trustees. It considers how trustees can be appointed to and removed from office. It explains that trustees have a wide variety of powers but misuse of these powers will constitute a breach of trust. It also highlights the fact that, while trustees have the primary rights of ownership in trust property, they are not able to exploit the beneficial incidents of this ownership for themselves in their capacity as trustees, since they hold the property for other people or sometimes for particular purposes. This chapter also discusses the essence of trusteeship, the different types of trustees, and remuneration of trustees."}
https://openalex.org/W2076114404	1803a45b-5c8c-4bcf-863b-ebaf79e5dc1f	{"authors": [], "abstract": null}
https://openalex.org/W1979386403	58fcae1d-7985-48b3-a59f-83567789bfea	{"authors": [{"name": "T. V. Subramaniam", "affiliations": ["Assistant Entomologist, Mysore Department of Agriculture"], "is_corresponding": false}], "abstract": "To entomologists in India the three species of mango Jassids—Idiocerus niveosparsus, I. atkinsoni and I. clypealis—are fairly well known, both on account of their wide distribution and also on account of the serious damage they do to the mango crop. In the course of our studies on these important orchard pests we have within the past three years come across three natural enemies of the adult hopper and one of the nymph; These are (1) a Pipunculid fly; (2) a Stylopid—both internal parasites; (3) an Epipyropid moth—an external parasite of the adults: and (4) a Dryinid wasp—an external parasite of the nymphs."}
